81,1946-023,voted with majority or plurality
80,1946-023,voted with majority or plurality
79,1946-023,voted with majority or plurality
78,1946-023,voted with majority or plurality
85,1946-023,voted with majority or plurality
82,1946-023,regular concurrence
87,1946-023,voted with majority or plurality
86,1946-024,voted with majority or plurality
84,1946-024,dissent
81,1946-024,voted with majority or plurality
80,1946-024,voted with majority or plurality
79,1946-024,dissent
78,1946-024,voted with majority or plurality
85,1946-024,voted with majority or plurality
82,1946-024,voted with majority or plurality
87,1946-024,voted with majority or plurality
86,1946-025,voted with majority or plurality
84,1946-025,voted with majority or plurality
81,1946-025,dissent
80,1946-025,voted with majority or plurality
79,1946-025,voted with majority or plurality
78,1946-025,voted with majority or plurality
85,1946-025,voted with majority or plurality
82,1946-025,voted with majority or plurality
87,1946-025,dissent
86,1946-026,dissent
84,1946-026,dissent
81,1946-026,voted with majority or plurality
80,1946-026,dissent
79,1946-026,dissent
78,1946-026,voted with majority or plurality
85,1946-026,voted with majority or plurality
82,1946-026,voted with majority or plurality
87,1946-026,voted with majority or plurality
86,1946-027,dissent
84,1946-027,dissent
81,1946-027,voted with majority or plurality
80,1946-027,dissent
79,1946-027,dissent
78,1946-027,voted with majority or plurality
85,1946-027,voted with majority or plurality
82,1946-027,voted with majority or plurality
87,1946-027,voted with majority or plurality
86,1946-028,voted with majority or plurality
84,1946-028,voted with majority or plurality
81,1946-028,voted with majority or plurality
80,1946-028,voted with majority or plurality
79,1946-028,voted with majority or plurality
78,1946-028,voted with majority or plurality
85,1946-028,regular concurrence
82,1946-028,voted with majority or plurality
87,1946-028,voted with majority or plurality
86,1946-029,voted with majority or plurality
84,1946-029,voted with majority or plurality
81,1946-029,voted with majority or plurality
80,1946-029,voted with majority or plurality
79,1946-029,voted with majority or plurality
78,1946-029,voted with majority or plurality
85,1946-029,special concurrence
82,1946-029,voted with majority or plurality
87,1946-029,voted with majority or plurality
86,1946-030,voted with majority or plurality
84,1946-030,voted with majority or plurality
81,1946-030,voted with majority or plurality
80,1946-030,voted with majority or plurality
79,1946-030,voted with majority or plurality
78,1946-030,voted with majority or plurality
85,1946-030,voted with majority or plurality
82,1946-030,voted with majority or plurality
87,1946-030,voted with majority or plurality
86,1946-031,voted with majority or plurality
84,1946-031,voted with majority or plurality
81,1946-031,voted with majority or plurality
80,1946-031,regular concurrence
79,1946-031,voted with majority or plurality
78,1946-031,voted with majority or plurality
85,1946-031,regular concurrence
82,1946-031,voted with majority or plurality
87,1946-031,voted with majority or plurality
86,1946-032,dissent
84,1946-032,dissent
81,1946-032,voted with majority or plurality
80,1946-032,voted with majority or plurality
79,1946-032,dissent
78,1946-032,voted with majority or plurality
85,1946-032,voted with majority or plurality
82,1946-032,voted with majority or plurality
87,1946-032,voted with majority or plurality
86,1946-033,dissent
84,1946-033,voted with majority or plurality
81,1946-033,dissent
80,1946-033,special concurrence
79,1946-033,judgment of the Court
78,1946-033,voted with majority or plurality
85,1946-033,dissent
82,1946-033,dissent
87,1946-033,voted with majority or plurality
86,1946-034,dissent
84,1946-034,voted with majority or plurality
81,1946-034,voted with majority or plurality
80,1946-034,voted with majority or plurality
79,1946-034,no vote
78,1946-034,voted with majority or plurality
85,1946-034,dissent
82,1946-034,voted with majority or plurality
87,1946-034,no vote
86,1946-035,voted with majority or plurality
84,1946-035,special concurrence
81,1946-035,voted with majority or plurality
80,1946-035,special concurrence
79,1946-035,voted with majority or plurality
78,1946-035,voted with majority or plurality
85,1946-035,voted with majority or plurality
82,1946-035,voted with majority or plurality
87,1946-035,voted with majority or plurality
86,1946-036,voted with majority or plurality
84,1946-036,voted with majority or plurality
81,1946-036,voted with majority or plurality
80,1946-036,dissent
79,1946-036,voted with majority or plurality
78,1946-036,voted with majority or plurality
85,1946-036,voted with majority or plurality
82,1946-036,voted with majority or plurality
87,1946-036,voted with majority or plurality
86,1946-037,dissent
84,1946-037,voted with majority or plurality
81,1946-037,voted with majority or plurality
80,1946-037,dissent
79,1946-037,voted with majority or plurality
78,1946-037,voted with majority or plurality
85,1946-037,voted with majority or plurality
82,1946-037,voted with majority or plurality
87,1946-037,dissent
86,1946-038,voted with majority or plurality
84,1946-038,voted with majority or plurality
81,1946-038,voted with majority or plurality
80,1946-038,voted with majority or plurality
79,1946-038,voted with majority or plurality
78,1946-038,voted with majority or plurality
85,1946-038,voted with majority or plurality
82,1946-038,voted with majority or plurality
87,1946-038,voted with majority or plurality
86,1946-039,voted with majority or plurality
84,1946-039,voted with majority or plurality
81,1946-039,voted with majority or plurality
80,1946-039,dissent
79,1946-039,voted with majority or plurality
78,1946-039,dissent
85,1946-039,dissent
82,1946-039,voted with majority or plurality
87,1946-039,voted with majority or plurality
86,1946-040,voted with majority or plurality
84,1946-040,voted with majority or plurality
81,1946-040,voted with majority or plurality
80,1946-040,voted with majority or plurality
79,1946-040,voted with majority or plurality
78,1946-040,voted with majority or plurality
85,1946-040,voted with majority or plurality
82,1946-040,voted with majority or plurality
87,1946-040,voted with majority or plurality
87,1946-041,voted with majority or plurality
78,1946-041,voted with majority or plurality
79,1946-041,voted with majority or plurality
80,1946-041,voted with majority or plurality
81,1946-041,voted with majority or plurality
82,1946-041,voted with majority or plurality
84,1946-041,voted with majority or plurality
85,1946-041,voted with majority or plurality
86,1946-041,voted with majority or plurality
86,1946-042,voted with majority or plurality
84,1946-042,voted with majority or plurality
81,1946-042,voted with majority or plurality
80,1946-042,voted with majority or plurality
79,1946-042,voted with majority or plurality
78,1946-042,voted with majority or plurality
85,1946-042,voted with majority or plurality
82,1946-042,voted with majority or plurality
87,1946-042,voted with majority or plurality
86,1946-043,voted with majority or plurality
84,1946-043,voted with majority or plurality
81,1946-043,dissent
80,1946-043,voted with majority or plurality
79,1946-043,dissent
78,1946-043,voted with majority or plurality
85,1946-043,voted with majority or plurality
82,1946-043,voted with majority or plurality
87,1946-043,voted with majority or plurality
86,1946-044,voted with majority or plurality
84,1946-044,voted with majority or plurality
81,1946-044,voted with majority or plurality
80,1946-044,dissent
79,1946-044,voted with majority or plurality
78,1946-044,voted with majority or plurality
85,1946-044,voted with majority or plurality
82,1946-044,voted with majority or plurality
87,1946-044,voted with majority or plurality
86,1946-045,dissent
84,1946-045,voted with majority or plurality
81,1946-045,voted with majority or plurality
80,1946-045,voted with majority or plurality
79,1946-045,voted with majority or plurality
78,1946-045,dissent
85,1946-045,dissent
82,1946-045,dissent
87,1946-045,voted with majority or plurality
86,1946-046,voted with majority or plurality
84,1946-046,voted with majority or plurality
81,1946-046,voted with majority or plurality
80,1946-046,voted with majority or plurality
79,1946-046,voted with majority or plurality
78,1946-046,voted with majority or plurality
85,1946-046,voted with majority or plurality
82,1946-046,voted with majority or plurality
87,1946-046,voted with majority or plurality
87,1946-047,voted with majority or plurality
78,1946-047,voted with majority or plurality
79,1946-047,voted with majority or plurality
80,1946-047,voted with majority or plurality
81,1946-047,voted with majority or plurality
82,1946-047,voted with majority or plurality
84,1946-047,voted with majority or plurality
85,1946-047,voted with majority or plurality
86,1946-047,voted with majority or plurality
86,1946-048,voted with majority or plurality
84,1946-048,voted with majority or plurality
81,1946-048,voted with majority or plurality
80,1946-048,voted with majority or plurality
79,1946-048,voted with majority or plurality
78,1946-048,voted with majority or plurality
85,1946-048,voted with majority or plurality
82,1946-048,voted with majority or plurality
87,1946-048,voted with majority or plurality
86,1946-049,dissent
84,1946-049,dissent
81,1946-049,voted with majority or plurality
80,1946-049,dissent
79,1946-049,voted with majority or plurality
78,1946-049,voted with majority or plurality
85,1946-049,dissent
82,1946-049,voted with majority or plurality
87,1946-049,voted with majority or plurality
86,1946-050,voted with majority or plurality
84,1946-050,no vote
81,1946-050,dissent
80,1946-050,regular concurrence
79,1946-050,voted with majority or plurality
78,1946-050,dissent
85,1946-050,dissent
82,1946-050,no vote
87,1946-050,voted with majority or plurality
86,1946-051,voted with majority or plurality
84,1946-051,no vote
81,1946-051,voted with majority or plurality
80,1946-051,regular concurrence
79,1946-051,voted with majority or plurality
78,1946-051,dissent
85,1946-051,dissent
82,1946-051,no vote
87,1946-051,voted with majority or plurality
86,1946-052,voted with majority or plurality
84,1946-052,voted with majority or plurality
81,1946-052,voted with majority or plurality
80,1946-052,voted with majority or plurality
79,1946-052,voted with majority or plurality
78,1946-052,voted with majority or plurality
85,1946-052,voted with majority or plurality
82,1946-052,voted with majority or plurality
87,1946-052,voted with majority or plurality
86,1946-053,voted with majority or plurality
84,1946-053,voted with majority or plurality
81,1946-053,voted with majority or plurality
80,1946-053,voted with majority or plurality
79,1946-053,voted with majority or plurality
78,1946-053,voted with majority or plurality
85,1946-053,voted with majority or plurality
82,1946-053,voted with majority or plurality
87,1946-053,voted with majority or plurality
86,1946-054,voted with majority or plurality
84,1946-054,voted with majority or plurality
81,1946-054,dissent
80,1946-054,dissent
79,1946-054,voted with majority or plurality
78,1946-054,voted with majority or plurality
85,1946-054,voted with majority or plurality
82,1946-054,dissent
87,1946-054,voted with majority or plurality
86,1946-055,voted with majority or plurality
84,1946-055,dissent
81,1946-055,voted with majority or plurality
80,1946-055,voted with majority or plurality
79,1946-055,dissent
78,1946-055,voted with majority or plurality
85,1946-055,dissent
82,1946-055,voted with majority or plurality
87,1946-055,voted with majority or plurality
86,1946-056,voted with majority or plurality
84,1946-056,voted with majority or plurality
81,1946-056,voted with majority or plurality
80,1946-056,voted with majority or plurality
79,1946-056,voted with majority or plurality
78,1946-056,voted with majority or plurality
85,1946-056,voted with majority or plurality
82,1946-056,voted with majority or plurality
87,1946-056,voted with majority or plurality
86,1946-057,voted with majority or plurality
84,1946-057,voted with majority or plurality
81,1946-057,voted with majority or plurality
80,1946-057,voted with majority or plurality
79,1946-057,voted with majority or plurality
78,1946-057,voted with majority or plurality
85,1946-057,voted with majority or plurality
82,1946-057,voted with majority or plurality
87,1946-057,voted with majority or plurality
86,1946-058,voted with majority or plurality
84,1946-058,voted with majority or plurality
81,1946-058,voted with majority or plurality
80,1946-058,voted with majority or plurality
79,1946-058,voted with majority or plurality
78,1946-058,voted with majority or plurality
85,1946-058,dissent
82,1946-058,voted with majority or plurality
87,1946-058,voted with majority or plurality
86,1946-059,voted with majority or plurality
84,1946-059,voted with majority or plurality
81,1946-059,voted with majority or plurality
80,1946-059,voted with majority or plurality
79,1946-059,voted with majority or plurality
78,1946-059,voted with majority or plurality
85,1946-059,voted with majority or plurality
82,1946-059,voted with majority or plurality
87,1946-059,voted with majority or plurality
86,1946-060,voted with majority or plurality
84,1946-060,special concurrence
81,1946-060,dissent
80,1946-060,special concurrence
79,1946-060,voted with majority or plurality
78,1946-060,dissent
85,1946-060,dissent
82,1946-060,dissent
87,1946-060,voted with majority or plurality
86,1946-061,voted with majority or plurality
84,1946-061,voted with majority or plurality
81,1946-061,voted with majority or plurality
80,1946-061,voted with majority or plurality
79,1946-061,voted with majority or plurality
78,1946-061,voted with majority or plurality
85,1946-061,voted with majority or plurality
82,1946-061,voted with majority or plurality
87,1946-061,voted with majority or plurality
86,1946-062,dissent
84,1946-062,no vote
81,1946-062,voted with majority or plurality
80,1946-062,dissent
79,1946-062,voted with majority or plurality
78,1946-062,voted with majority or plurality
85,1946-062,voted with majority or plurality
82,1946-062,voted with majority or plurality
87,1946-062,dissent
86,1946-063,voted with majority or plurality
84,1946-063,voted with majority or plurality
81,1946-063,dissent
80,1946-063,voted with majority or plurality
79,1946-063,voted with majority or plurality
78,1946-063,dissent
85,1946-063,dissent
82,1946-063,dissent
87,1946-063,voted with majority or plurality
86,1946-064,voted with majority or plurality
84,1946-064,voted with majority or plurality
81,1946-064,voted with majority or plurality
80,1946-064,dissent
79,1946-064,voted with majority or plurality
78,1946-064,voted with majority or plurality
85,1946-064,voted with majority or plurality
82,1946-064,voted with majority or plurality
87,1946-064,dissent
86,1946-065,voted with majority or plurality
84,1946-065,voted with majority or plurality
81,1946-065,voted with majority or plurality
80,1946-065,voted with majority or plurality
79,1946-065,voted with majority or plurality
78,1946-065,voted with majority or plurality
85,1946-065,voted with majority or plurality
82,1946-065,voted with majority or plurality
87,1946-065,voted with majority or plurality
86,1946-066,dissent
84,1946-066,dissent
81,1946-066,voted with majority or plurality
80,1946-066,special concurrence
79,1946-066,voted with majority or plurality
78,1946-066,voted with majority or plurality
85,1946-066,voted with majority or plurality
82,1946-066,voted with majority or plurality
87,1946-066,voted with majority or plurality
86,1946-067,dissent
84,1946-067,voted with majority or plurality
81,1946-067,dissent
80,1946-067,dissent
79,1946-067,voted with majority or plurality
78,1946-067,voted with majority or plurality
85,1946-067,voted with majority or plurality
82,1946-067,voted with majority or plurality
87,1946-067,dissent
86,1946-068,dissent
84,1946-068,voted with majority or plurality
81,1946-068,voted with majority or plurality
80,1946-068,voted with majority or plurality
79,1946-068,dissent
78,1946-068,dissent
85,1946-068,dissent
82,1946-068,voted with majority or plurality
87,1946-068,voted with majority or plurality
86,1946-069,dissent
84,1946-069,voted with majority or plurality
81,1946-069,voted with majority or plurality
80,1946-069,voted with majority or plurality
79,1946-069,dissent
78,1946-069,dissent
85,1946-069,dissent
82,1946-069,voted with majority or plurality
87,1946-069,voted with majority or plurality
86,1946-070,voted with majority or plurality
84,1946-070,voted with majority or plurality
81,1946-070,dissent
80,1946-070,voted with majority or plurality
79,1946-070,voted with majority or plurality
78,1946-070,voted with majority or plurality
85,1946-070,voted with majority or plurality
82,1946-070,voted with majority or plurality
87,1946-070,voted with majority or plurality
86,1946-071,voted with majority or plurality
84,1946-071,voted with majority or plurality
81,1946-071,voted with majority or plurality
80,1946-071,voted with majority or plurality
79,1946-071,voted with majority or plurality
78,1946-071,dissent
85,1946-071,dissent
82,1946-071,dissent
87,1946-071,voted with majority or plurality
86,1946-072,voted with majority or plurality
84,1946-072,voted with majority or plurality
81,1946-072,dissent
80,1946-072,voted with majority or plurality
79,1946-072,dissent
78,1946-072,voted with majority or plurality
85,1946-072,dissent
82,1946-072,dissent
87,1946-072,voted with majority or plurality
86,1946-073,voted with majority or plurality
84,1946-073,dissent
81,1946-073,voted with majority or plurality
80,1946-073,dissent
79,1946-073,voted with majority or plurality
78,1946-073,voted with majority or plurality
85,1946-073,voted with majority or plurality
82,1946-073,voted with majority or plurality
87,1946-073,voted with majority or plurality
86,1946-074,voted with majority or plurality
84,1946-074,dissent
81,1946-074,voted with majority or plurality
80,1946-074,dissent
79,1946-074,voted with majority or plurality
78,1946-074,voted with majority or plurality
85,1946-074,special concurrence
82,1946-074,voted with majority or plurality
87,1946-074,voted with majority or plurality
86,1946-075,voted with majority or plurality
84,1946-075,special concurrence
81,1946-075,voted with majority or plurality
80,1946-075,special concurrence
79,1946-075,voted with majority or plurality
78,1946-075,voted with majority or plurality
85,1946-075,special concurrence
82,1946-075,voted with majority or plurality
87,1946-075,voted with majority or plurality
86,1946-076,voted with majority or plurality
84,1946-076,voted with majority or plurality
81,1946-076,voted with majority or plurality
80,1946-076,voted with majority or plurality
79,1946-076,voted with majority or plurality
78,1946-076,voted with majority or plurality
85,1946-076,special concurrence
82,1946-076,voted with majority or plurality
87,1946-076,voted with majority or plurality
86,1946-077,voted with majority or plurality
84,1946-077,voted with majority or plurality
81,1946-077,special concurrence
80,1946-077,voted with majority or plurality
79,1946-077,voted with majority or plurality
78,1946-077,voted with majority or plurality
85,1946-077,voted with majority or plurality
82,1946-077,dissent
87,1946-077,voted with majority or plurality
86,1946-078,voted with majority or plurality
84,1946-078,voted with majority or plurality
81,1946-078,voted with majority or plurality
80,1946-078,voted with majority or plurality
79,1946-078,voted with majority or plurality
78,1946-078,dissent
85,1946-078,dissent
82,1946-078,dissent
87,1946-078,voted with majority or plurality
86,1946-079,voted with majority or plurality
84,1946-079,voted with majority or plurality
81,1946-079,voted with majority or plurality
80,1946-079,voted with majority or plurality
79,1946-079,voted with majority or plurality
78,1946-079,voted with majority or plurality
85,1946-079,voted with majority or plurality
82,1946-079,voted with majority or plurality
87,1946-079,voted with majority or plurality
86,1946-080,voted with majority or plurality
84,1946-080,voted with majority or plurality
81,1946-080,voted with majority or plurality
80,1946-080,dissent
79,1946-080,dissent
78,1946-080,voted with majority or plurality
85,1946-080,voted with majority or plurality
82,1946-080,voted with majority or plurality
87,1946-080,voted with majority or plurality
86,1946-081,voted with majority or plurality
84,1946-081,voted with majority or plurality
81,1946-081,voted with majority or plurality
80,1946-081,voted with majority or plurality
79,1946-081,voted with majority or plurality
78,1946-081,voted with majority or plurality
85,1946-081,voted with majority or plurality
82,1946-081,voted with majority or plurality
87,1946-081,voted with majority or plurality
86,1946-082,voted with majority or plurality
84,1946-082,voted with majority or plurality
81,1946-082,voted with majority or plurality
80,1946-082,voted with majority or plurality
79,1946-082,special concurrence
78,1946-082,no vote
85,1946-082,voted with majority or plurality
82,1946-082,voted with majority or plurality
87,1946-082,voted with majority or plurality
86,1946-083,voted with majority or plurality
84,1946-083,voted with majority or plurality
81,1946-083,dissent
80,1946-083,voted with majority or plurality
79,1946-083,voted with majority or plurality
78,1946-083,dissent
85,1946-083,dissent
82,1946-083,dissent
87,1946-083,voted with majority or plurality
86,1946-084,voted with majority or plurality
84,1946-084,voted with majority or plurality
81,1946-084,voted with majority or plurality
80,1946-084,special concurrence
79,1946-084,voted with majority or plurality
78,1946-084,voted with majority or plurality
85,1946-084,special concurrence
82,1946-084,special concurrence
87,1946-084,voted with majority or plurality
86,1946-085,voted with majority or plurality
84,1946-085,dissent
81,1946-085,dissent
80,1946-085,dissent
79,1946-085,voted with majority or plurality
78,1946-085,voted with majority or plurality
85,1946-085,voted with majority or plurality
82,1946-085,voted with majority or plurality
87,1946-085,voted with majority or plurality
86,1946-086,voted with majority or plurality
84,1946-086,voted with majority or plurality
81,1946-086,voted with majority or plurality
80,1946-086,voted with majority or plurality
79,1946-086,voted with majority or plurality
78,1946-086,dissent
85,1946-086,special concurrence
82,1946-086,dissent
87,1946-086,voted with majority or plurality
87,1946-087,voted with majority or plurality
78,1946-087,voted with majority or plurality
79,1946-087,voted with majority or plurality
80,1946-087,special concurrence
81,1946-087,dissent
82,1946-087,voted with majority or plurality
84,1946-087,special concurrence
85,1946-087,voted with majority or plurality
86,1946-087,voted with majority or plurality
86,1946-088,voted with majority or plurality
84,1946-088,dissent
81,1946-088,voted with majority or plurality
80,1946-088,dissent
79,1946-088,voted with majority or plurality
78,1946-088,voted with majority or plurality
85,1946-088,voted with majority or plurality
82,1946-088,voted with majority or plurality
87,1946-088,voted with majority or plurality
86,1946-089,voted with majority or plurality
84,1946-089,dissent
81,1946-089,voted with majority or plurality
80,1946-089,regular concurrence
79,1946-089,voted with majority or plurality
78,1946-089,voted with majority or plurality
85,1946-089,voted with majority or plurality
82,1946-089,voted with majority or plurality
87,1946-089,dissent
86,1946-090,voted with majority or plurality
84,1946-090,voted with majority or plurality
81,1946-090,voted with majority or plurality
80,1946-090,voted with majority or plurality
79,1946-090,voted with majority or plurality
78,1946-090,voted with majority or plurality
85,1946-090,voted with majority or plurality
82,1946-090,voted with majority or plurality
87,1946-090,voted with majority or plurality
86,1946-091,voted with majority or plurality
84,1946-091,voted with majority or plurality
81,1946-091,voted with majority or plurality
80,1946-091,dissent
79,1946-091,voted with majority or plurality
78,1946-091,voted with majority or plurality
85,1946-091,voted with majority or plurality
82,1946-091,voted with majority or plurality
87,1946-091,voted with majority or plurality
86,1946-092,voted with majority or plurality
84,1946-092,regular concurrence
81,1946-092,voted with majority or plurality
80,1946-092,voted with majority or plurality
79,1946-092,voted with majority or plurality
78,1946-092,voted with majority or plurality
85,1946-092,voted with majority or plurality
82,1946-092,voted with majority or plurality
87,1946-092,voted with majority or plurality
86,1946-093,voted with majority or plurality
84,1946-093,voted with majority or plurality
81,1946-093,voted with majority or plurality
80,1946-093,voted with majority or plurality
79,1946-093,voted with majority or plurality
78,1946-093,voted with majority or plurality
85,1946-093,voted with majority or plurality
82,1946-093,voted with majority or plurality
87,1946-093,voted with majority or plurality
86,1946-094,voted with majority or plurality
84,1946-094,voted with majority or plurality
81,1946-094,voted with majority or plurality
80,1946-094,voted with majority or plurality
79,1946-094,voted with majority or plurality
78,1946-094,voted with majority or plurality
85,1946-094,dissent
82,1946-094,voted with majority or plurality
87,1946-094,voted with majority or plurality
86,1946-095,voted with majority or plurality
84,1946-095,dissent
81,1946-095,voted with majority or plurality
80,1946-095,dissent
79,1946-095,voted with majority or plurality
78,1946-095,voted with majority or plurality
85,1946-095,dissent
82,1946-095,dissent
87,1946-095,voted with majority or plurality
86,1946-096,voted with majority or plurality
84,1946-096,voted with majority or plurality
81,1946-096,voted with majority or plurality
80,1946-096,voted with majority or plurality
79,1946-096,voted with majority or plurality
78,1946-096,voted with majority or plurality
85,1946-096,voted with majority or plurality
82,1946-096,voted with majority or plurality
87,1946-096,voted with majority or plurality
86,1946-097,voted with majority or plurality
84,1946-097,voted with majority or plurality
81,1946-097,voted with majority or plurality
80,1946-097,voted with majority or plurality
79,1946-097,voted with majority or plurality
78,1946-097,voted with majority or plurality
85,1946-097,voted with majority or plurality
82,1946-097,voted with majority or plurality
87,1946-097,voted with majority or plurality
86,1946-098,voted with majority or plurality
84,1946-098,voted with majority or plurality
81,1946-098,voted with majority or plurality
80,1946-098,dissent
79,1946-098,voted with majority or plurality
78,1946-098,voted with majority or plurality
85,1946-098,dissent
82,1946-098,voted with majority or plurality
87,1946-098,voted with majority or plurality
86,1946-099,voted with majority or plurality
84,1946-099,voted with majority or plurality
81,1946-099,voted with majority or plurality
80,1946-099,voted with majority or plurality
79,1946-099,voted with majority or plurality
78,1946-099,voted with majority or plurality
85,1946-099,voted with majority or plurality
